EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,hrs
1231,Low,Very High,Better,53,No,Travel_Rarely,Research & Development,11,Bachelor,Medical,1,Male,2,Manager,Married,21090,2.0,Y,13,8,0,31.0,3,25,3,7,High,Excellent,8.015872011251666
1232,Very High,Very High,Better,38,No,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,1,Female,1,Manufacturing Director,Single,37220,5.0,Y,14,8,0,6.0,0,3,1,2,High,Excellent,9.644986168741111
1233,Low,High,Good,24,No,Non-Travel,Research & Development,1,Doctor,Life Sciences,1,Male,3,Research Scientist,Divorced,93800,0.0,Y,16,8,0,5.0,2,4,1,3,Medium,Excellent,6.907967535436667
1234,High,Low,Better,36,Yes,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,1,Research Director,Single,54860,7.0,Y,12,8,1,10.0,2,5,0,3,High,Excellent,6.447188405796944
1235,Low,Medium,Better,34,No,Travel_Rarely,Sales,24,Bachelor,Marketing,1,Male,4,Research Scientist,Single,27420,0.0,Y,11,8,1,13.0,2,12,2,11,High,Excellent,6.0693700604369445
1236,High,Very High,Better,21,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,2,Manufacturing Director,Single,137570,1.0,Y,12,8,1,0.0,3,0,0,0,High,Excellent,5.945430495430278
1237,Medium,Low,Better,34,Yes,Travel_Rarely,Sales,15,College,Marketing,1,Female,2,Research Scientist,Single,84630,2.0,Y,13,8,0,8.0,2,4,1,3,Low,Excellent,7.682604755178889
1238,High,High,Good,53,No,Travel_Rarely,Sales,2,Below College,Life Sciences,1,Male,5,Human Resources,Divorced,31620,4.0,Y,15,8,0,26.0,4,14,4,8,High,Excellent,7.448489810771389
1239,Medium,Low,Better,32,Yes,Travel_Frequently,Research & Development,10,Bachelor,Medical,1,Female,2,Manufacturing Director,Single,165980,1.0,Y,13,8,0,10.0,2,10,6,7,High,Excellent,9.454345067049722
1240,High,Medium,Better,42,No,Travel_Rarely,Research & Development,10,Bachelor,Technical Degree,1,Male,2,Laboratory Technician,Married,66510,0.0,Y,20,8,0,10.0,5,9,4,2,Medium,Outstanding,6.863882030178056
1241,Low,Very High,Better,44,No,Travel_Rarely,Research & Development,3,Below College,Life Sciences,1,Female,1,Manufacturing Director,Married,23450,3.0,Y,15,8,2,24.0,0,22,5,17,High,Excellent,7.071756198346945
1242,Medium,Low,Good,46,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Female,1,Research Scientist,Single,34200,3.0,Y,13,8,2,22.0,3,2,2,1,Low,Excellent,7.940075431034445
1243,High,Very High,Better,33,No,Travel_Rarely,Sales,3,Bachelor,Medical,1,Male,1,Manufacturing Director,Single,43730,4.0,Y,14,8,0,7.0,3,1,0,0,High,Excellent,6.501388888888889
1244,Very High,Very High,Best,44,No,Travel_Rarely,Human Resources,26,Bachelor,Life Sciences,1,Male,5,Healthcare Representative,Married,47590,2.0,Y,21,8,0,9.0,2,4,1,3,High,Outstanding,8.497514921946667
1245,Very High,High,Better,30,No,Travel_Rarely,Research & Development,1,Master,Technical Degree,1,Female,1,Research Scientist,Single,53010,1.0,Y,16,8,1,10.0,3,10,1,8,High,Excellent,6.1160356652947225
1246,Very High,Very High,Best,39,Yes,Travel_Rarely,Human Resources,1,Master,Medical,1,Male,1,Sales Executive,Married,36730,3.0,Y,14,8,1,19.0,3,1,0,0,High,Excellent,6.4681042260208335
1247,Medium,Very High,Good,24,Yes,Travel_Rarely,Human Resources,2,Doctor,Human Resources,1,Male,3,Sales Executive,Married,47680,2.0,Y,11,8,1,6.0,2,2,2,0,Medium,Excellent,9.6766006375225
1248,Very High,High,Good,43,No,Travel_Rarely,Sales,9,Doctor,Technical Degree,1,Female,1,Research Director,Divorced,12740,1.0,Y,19,8,0,6.0,3,5,1,4,Medium,Excellent,6.487590218423334
1249,Low,High,Better,50,Yes,Travel_Rarely,Research & Development,12,Master,Medical,1,Male,1,Research Director,Married,49000,1.0,Y,11,8,0,3.0,3,3,0,2,Medium,Excellent,8.883294626593612
1250,Very High,Very High,Better,35,No,Travel_Rarely,Sales,2,Master,Marketing,1,Male,3,Manufacturing Director,Married,104660,1.0,Y,13,8,0,2.0,1,2,2,2,High,Excellent,7.086650596877778
1251,Medium,Low,Best,36,No,Travel_Rarely,Research & Development,25,Below College,Life Sciences,1,Female,4,Sales Executive,Married,170070,9.0,Y,12,8,1,6.0,2,1,0,0,Medium,Excellent,9.000403496168333
1252,High,Low,Better,33,No,Travel_Frequently,Sales,9,College,Marketing,1,Male,4,Human Resources,Married,29090,2.0,Y,11,8,0,10.0,2,5,1,3,Medium,Excellent,6.5570331465919445
1253,High,Very High,Better,35,No,Travel_Rarely,Research & Development,10,Below College,Medical,1,Male,1,Research Scientist,Divorced,57650,1.0,Y,14,8,1,1.0,2,1,0,0,High,Excellent,6.162983796296111
1254,Very High,Low,Better,27,No,Travel_Rarely,Sales,8,College,Marketing,1,Female,3,Research Scientist,Divorced,45990,1.0,Y,15,8,1,1.0,3,1,0,0,Medium,Excellent,7.521275143678055
1255,Low,High,Good,26,Yes,Travel_Rarely,Sales,4,Bachelor,Marketing,1,Male,2,Manager,Single,24040,1.0,Y,12,8,0,1.0,6,1,0,1,High,Excellent,7.693315043438333
1256,Very High,High,Better,27,No,Travel_Frequently,Sales,24,Bachelor,Life Sciences,1,Male,4,Healthcare Representative,Single,31720,1.0,Y,20,8,1,9.0,1,9,1,7,High,Outstanding,6.842362854486111
1257,High,Very High,Better,30,No,Travel_Frequently,Research & Development,1,Master,Medical,1,Male,1,Research Scientist,Single,20330,1.0,Y,14,8,1,12.0,3,12,3,7,Low,Excellent,6.7869601449275
1258,Medium,High,Better,41,Yes,Travel_Rarely,Sales,20,Master,Marketing,1,Male,2,Sales Executive,Married,102090,1.0,Y,13,8,1,23.0,2,22,15,8,High,Excellent,5.9104725829725
1259,Medium,High,Better,34,No,Non-Travel,Research & Development,7,College,Technical Degree,1,Female,1,Research Scientist,Single,86200,0.0,Y,13,8,1,10.0,2,9,8,7,Medium,Excellent,7.786758865248055
1260,Medium,Medium,Better,37,No,Travel_Rarely,Research & Development,17,Bachelor,Life Sciences,1,Female,3,Sales Executive,Married,20640,4.0,Y,16,8,0,8.0,3,1,0,0,Medium,Excellent,6.076090756704723
1261,Low,Very High,Better,46,No,Travel_Frequently,Research & Development,20,Bachelor,Technical Degree,1,Male,3,Sales Executive,Single,40350,4.0,Y,14,8,1,14.0,2,9,0,8,High,Excellent,9.280395691609723
1262,Very High,Very High,Better,35,No,Travel_Rarely,Research & Development,8,Master,Medical,1,Female,3,Research Scientist,Married,38380,1.0,Y,16,8,1,1.0,2,1,0,1,High,Excellent,6.8501269157086115
1263,Low,High,Better,48,Yes,Travel_Rarely,Research & Development,2,Master,Technical Degree,1,Female,1,Sales Executive,Single,45910,9.0,Y,16,8,0,23.0,6,1,0,0,Low,Excellent,9.216271367521111
1264,High,High,Good,28,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,1,Male,1,Sales Executive,Single,25610,1.0,Y,22,8,1,2.0,3,2,2,2,High,Outstanding,10.638350914205278
1265,Medium,Low,Good,44,No,Travel_Rarely,Research & Development,1,Below College,Medical,1,Female,3,Research Scientist,Divorced,15630,5.0,Y,12,8,2,9.0,3,4,1,3,High,Excellent,9.347007205950556
1266,High,Low,Better,35,No,Non-Travel,Research & Development,5,Master,Technical Degree,1,Female,3,Manufacturing Director,Married,48980,2.0,Y,15,8,2,10.0,2,4,2,3,High,Excellent,9.509294421003055
1267,High,Very High,Good,26,No,Travel_Rarely,Research & Development,4,Master,Life Sciences,1,Female,3,Sales Executive,Married,47890,7.0,Y,20,8,1,5.0,2,2,0,0,High,Outstanding,10.15727617079889
1268,Low,Very High,Better,33,No,Travel_Frequently,Sales,29,Master,Life Sciences,1,Female,1,Human Resources,Single,31800,1.0,Y,14,8,1,15.0,2,15,8,12,High,Excellent,8.207739229024723
1269,Medium,Low,Good,35,No,Travel_Frequently,Research & Development,15,Bachelor,Medical,1,Male,3,Manufacturing Director,Married,65490,1.0,Y,20,8,0,9.0,3,9,1,8,High,Outstanding,6.445596089651667
1270,High,Low,Better,35,No,Travel_Rarely,Human Resources,3,College,Life Sciences,1,Female,1,Laboratory Technician,Married,63880,3.0,Y,13,8,0,4.0,6,2,2,2,Medium,Excellent,8.788953266571111
1271,Very High,Very High,Good,31,No,Travel_Rarely,Sales,10,College,Life Sciences,1,Female,2,Research Scientist,Divorced,112440,3.0,Y,12,8,1,10.0,3,7,1,7,High,Excellent,6.070772245274167
1272,Low,High,Best,37,No,Travel_Rarely,Sales,4,Bachelor,Marketing,1,Male,4,Human Resources,Divorced,160320,1.0,Y,13,8,0,7.0,2,7,0,7,High,Excellent,7.42262345679
1273,Low,Very High,Better,32,No,Travel_Rarely,Research & Development,21,Bachelor,Other,1,Male,2,Sales Executive,Married,23620,1.0,Y,11,8,0,9.0,2,9,7,8,High,Excellent,8.038423520923333
1274,Very High,Very High,Better,38,No,Travel_Frequently,Research & Development,25,Bachelor,Medical,1,Male,2,Manufacturing Director,Single,163280,1.0,Y,17,8,3,10.0,2,10,9,9,High,Excellent,6.2150212765955555
1275,Medium,High,Good,50,No,Travel_Rarely,Sales,2,Master,Marketing,1,Female,4,Research Scientist,Divorced,83760,5.0,Y,14,8,3,29.0,2,27,13,8,High,Excellent,9.531168091168055
1276,Low,Low,Good,59,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1,Male,1,Laboratory Technician,Single,166060,7.0,Y,11,8,0,28.0,6,21,7,9,High,Excellent,6.8581516643225
1277,High,High,Better,36,No,Travel_Rarely,Sales,1,College,Marketing,1,Female,2,Sales Executive,Divorced,86060,1.0,Y,14,8,2,17.0,3,17,12,8,High,Excellent,6.004865112025556
1278,Very High,High,Better,55,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1,Male,3,Research Scientist,Divorced,22720,2.0,Y,17,8,1,21.0,2,5,0,2,High,Excellent,8.08061042524
1279,Medium,Medium,Better,36,No,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,1,Female,2,Laboratory Technician,Single,20180,1.0,Y,13,8,0,6.0,5,6,0,3,High,Excellent,7.183491715399445
1280,Medium,Low,Better,45,No,Travel_Rarely,Research & Development,1,College,Medical,1,Female,1,Sales Executive,Divorced,70830,2.0,Y,12,8,1,25.0,5,1,0,0,High,Excellent,6.807199074073889
1281,Medium,Low,Good,35,No,Travel_Frequently,Human Resources,9,Bachelor,Other,1,Female,2,Sales Representative,Married,40840,4.0,Y,13,8,1,5.0,3,3,1,2,High,Excellent,6.101339326878611
1282,Very High,High,Good,36,Yes,Travel_Rarely,Sales,7,College,Life Sciences,1,Male,4,Laboratory Technician,Married,144110,0.0,Y,18,8,3,2.0,2,1,0,0,Very High,Excellent,8.892940100594167
1283,Low,High,Good,59,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,1,Male,3,Research Scientist,Single,23080,7.0,Y,19,8,1,20.0,4,4,1,3,Medium,Excellent,6.6455
1284,High,Medium,Better,29,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1,Female,1,Sales Representative,Married,48410,0.0,Y,11,8,0,6.0,3,5,0,4,High,Excellent,7.827854284368889
1285,High,Medium,Better,31,No,Travel_Rarely,Research & Development,3,College,Medical,1,Female,3,Sales Executive,Single,42850,1.0,Y,21,8,1,1.0,2,1,1,0,Low,Outstanding,6.300332125603611
1286,Medium,Medium,Better,32,No,Travel_Rarely,Sales,3,Master,Life Sciences,1,Male,2,Manufacturing Director,Married,97150,1.0,Y,15,8,1,10.0,1,10,0,9,Medium,Excellent,7.522589903181111
1287,Medium,Very High,Better,36,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Sales Representative,Married,43200,3.0,Y,17,8,0,5.0,2,1,0,0,High,Excellent,7.087426084883056
1288,High,Very High,Better,31,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,1,Female,2,Research Director,Single,21320,1.0,Y,18,8,0,11.0,3,11,1,8,High,Excellent,6.095544077134722
1289,High,Low,Better,35,No,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,2,Healthcare Representative,Single,101240,0.0,Y,14,8,1,16.0,2,15,2,8,Very High,Excellent,5.994183075480278
1290,Very High,Low,Best,45,No,Travel_Rarely,Human Resources,14,Bachelor,Human Resources,1,Female,1,Sales Executive,Married,54730,4.0,Y,13,8,0,17.0,3,0,0,0,Low,Excellent,8.89667019774
1291,Low,High,Best,37,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Female,3,Sales Executive,Single,52070,4.0,Y,17,8,3,16.0,3,5,0,2,High,Excellent,6.59720861678
1292,Medium,Medium,Better,46,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,1,Male,3,Manager,Divorced,164370,8.0,Y,15,8,1,16.0,0,4,0,2,High,Excellent,10.184398148148055
1293,Very High,Very High,Good,30,No,Travel_Rarely,Sales,18,Bachelor,Life Sciences,1,Male,4,Human Resources,Married,22960,1.0,Y,18,8,1,10.0,2,10,3,0,High,Excellent,9.117764830508333
1294,Medium,High,Better,35,No,Travel_Rarely,Research & Development,20,Master,Life Sciences,1,Female,3,Human Resources,Single,40690,1.0,Y,13,8,0,6.0,5,6,0,4,High,Excellent,7.869668574153334
1295,Low,Very High,Better,55,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,2,Laboratory Technician,Married,74410,3.0,Y,12,8,1,24.0,4,1,1,0,High,Excellent,6.681649232914722
1296,Medium,Very High,Better,38,No,Non-Travel,Sales,11,Below College,Marketing,1,Male,2,Laboratory Technician,Divorced,24300,7.0,Y,13,8,2,17.0,2,13,1,9,Very High,Excellent,8.734778985507223
1297,Low,Medium,Better,34,No,Travel_Rarely,Research & Development,8,College,Medical,1,Male,1,Research Scientist,Married,58780,1.0,Y,14,8,0,5.0,1,5,1,3,High,Excellent,7.975885916780833
1298,Very High,Very High,Good,56,No,Travel_Rarely,Human Resources,2,Below College,Medical,1,Male,2,Sales Executive,Single,26440,4.0,Y,11,8,1,37.0,2,6,0,2,High,Excellent,6.2860950413222225
1299,High,Low,Better,23,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1,Male,2,Laboratory Technician,Divorced,64390,3.0,Y,22,8,3,3.0,2,0,0,0,High,Outstanding,6.405738719068333
1300,Very High,Very High,Better,51,No,Travel_Rarely,Research & Development,29,Master,Life Sciences,1,Female,5,Manufacturing Director,Married,24510,3.0,Y,17,8,0,10.0,2,4,0,3,Medium,Excellent,6.759082633053056
1301,High,Very High,Better,30,No,Travel_Rarely,Sales,8,College,Technical Degree,1,Male,1,Sales Representative,Married,63920,1.0,Y,21,8,1,11.0,2,11,10,8,Very High,Outstanding,7.586391165755833
1302,High,Very High,Better,46,Yes,Travel_Rarely,Sales,1,College,Medical,1,Female,2,Research Scientist,Single,97140,1.0,Y,22,8,0,9.0,0,9,4,7,High,Outstanding,6.1974632690541664
1303,High,Medium,Good,40,No,Travel_Frequently,Research & Development,6,Bachelor,Medical,1,Male,1,Healthcare Representative,Married,60770,1.0,Y,16,8,2,22.0,2,22,11,11,Medium,Excellent,7.404682367149722
1304,High,Very High,Bad,51,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1,Female,5,Sales Representative,Single,24500,0.0,Y,12,8,1,11.0,2,10,1,0,High,Excellent,10.044555789966944
1305,High,Medium,Good,30,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Male,1,Manufacturing Director,Divorced,92500,1.0,Y,12,8,3,11.0,0,11,2,7,High,Excellent,8.071362994350277
1306,High,Low,Good,46,No,Travel_Frequently,Research & Development,12,Below College,Medical,1,Male,1,Laboratory Technician,Married,20740,2.0,Y,15,8,1,21.0,3,10,9,5,High,Excellent,8.982884435067778
1307,Medium,High,Better,32,No,Travel_Rarely,Sales,15,Bachelor,Marketing,1,Male,1,Research Scientist,Single,101690,1.0,Y,14,8,0,12.0,6,11,5,7,Medium,Excellent,7.2807300275480555
1308,Low,High,Bad,54,No,Travel_Rarely,Research & Development,25,Below College,Medical,1,Female,1,Laboratory Technician,Married,48550,9.0,Y,25,8,1,16.0,2,4,0,3,Medium,Outstanding,7.492279143897778
1309,Low,High,Good,24,No,Travel_Rarely,Sales,6,College,Marketing,1,Male,2,Research Scientist,Married,40870,0.0,Y,20,8,3,4.0,1,3,0,2,High,Outstanding,7.795473995271666
1310,Medium,High,Best,28,No,Non-Travel,Sales,9,Master,Medical,1,Male,2,Laboratory Technician,Married,23670,1.0,Y,13,8,0,5.0,2,5,0,4,Medium,Excellent,5.9909389348025
1311,Very High,High,Good,58,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1,Male,2,Sales Executive,Single,29720,0.0,Y,14,8,0,38.0,2,37,1,8,Very High,Excellent,7.0488888888888885
1312,Medium,Medium,Best,44,No,Non-Travel,Research & Development,23,College,Medical,1,Female,1,Research Scientist,Married,195860,4.0,Y,16,8,0,17.0,3,3,1,2,Medium,Excellent,6.732844078646389
1313,High,Low,Better,37,Yes,Travel_Rarely,Human Resources,9,Bachelor,Human Resources,1,Male,2,Healthcare Representative,Divorced,54840,<built-in method __round__ of numpy.float64 object at 0x0000018675B7B030>,Y,17,8,0,7.0,4,3,0,2,High,Excellent,10.106345206093055
1314,Very High,Low,Better,32,No,Travel_Rarely,Human Resources,12,College,Human Resources,1,Female,1,Sales Representative,Single,20610,1.0,Y,15,8,1,1.0,2,1,0,0,Medium,Excellent,7.892610640301111
1315,Very High,Very High,Better,20,Yes,Travel_Frequently,Sales,4,Master,Life Sciences,1,Female,2,Healthcare Representative,Single,99240,1.0,Y,22,8,0,1.0,3,1,1,0,High,Outstanding,10.712137533875278
1316,Low,High,Better,34,No,Travel_Rarely,Research & Development,1,Master,Other,1,Male,4,Laboratory Technician,Single,41980,1.0,Y,22,8,1,16.0,2,16,2,10,Medium,Outstanding,7.623057899671666
1317,High,Very High,Best,37,No,Non-Travel,Sales,24,College,Life Sciences,1,Male,1,Research Scientist,Divorced,68150,5.0,Y,20,8,1,17.0,3,1,0,0,High,Outstanding,7.783722943722778
1318,High,Very High,Better,59,No,Non-Travel,Research & Development,12,College,Life Sciences,1,Male,2,Sales Executive,Married,47230,9.0,Y,14,8,0,30.0,0,3,2,2,High,Excellent,7.150906308851111
1319,Low,Medium,Good,50,No,Travel_Frequently,Research & Development,3,Master,Medical,1,Male,4,Research Scientist,Married,61420,3.0,Y,13,8,2,28.0,3,8,0,7,Medium,Excellent,9.584148783976945
1320,High,High,Better,25,Yes,Travel_Rarely,Sales,10,Below College,Marketing,1,Male,2,Research Director,Single,82370,1.0,Y,13,8,0,6.0,6,6,0,3,Medium,Excellent,8.474910468319445
1321,Very High,Very High,Better,25,No,Travel_Rarely,Research & Development,26,Bachelor,Technical Degree,1,Male,1,Laboratory Technician,Married,88530,1.0,Y,22,8,1,2.0,3,2,2,1,High,Outstanding,7.701500691562778
1322,Medium,Very High,Better,22,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1,Male,1,Sales Representative,Single,193310,1.0,Y,12,8,1,1.0,2,0,0,0,High,Excellent,6.262097107437778
1323,Low,Low,Good,51,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,1,Female,1,Sales Executive,Single,20730,3.0,Y,14,8,1,23.0,4,13,12,8,High,Excellent,7.489573454207222
1324,Low,High,Better,34,Yes,Travel_Frequently,Human Resources,4,Master,Life Sciences,1,Female,5,Sales Executive,Single,55620,1.0,Y,15,8,0,9.0,3,9,0,6,High,Excellent,8.218455882352778
1325,Very High,Very High,Better,54,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,1,Male,1,Laboratory Technician,Single,196130,2.0,Y,17,8,0,23.0,5,5,4,4,High,Excellent,8.143079710144722
1326,Medium,High,Better,24,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1,Male,2,Laboratory Technician,Married,34070,0.0,Y,13,8,1,6.0,4,5,1,2,High,Excellent,6.460865876336389
1327,High,Medium,Better,34,No,Travel_Rarely,Sales,4,Bachelor,Marketing,1,Female,2,Sales Representative,Divorced,50630,6.0,Y,12,8,1,12.0,2,1,0,0,High,Excellent,5.999905063291111
1328,High,Very High,Better,37,No,Travel_Rarely,Sales,6,Below College,Technical Degree,1,Male,1,Laboratory Technician,Single,46390,2.0,Y,12,8,2,12.0,3,5,1,3,High,Excellent,6.194990462565555
1329,High,Low,Better,34,No,Travel_Rarely,Sales,9,College,Medical,1,Male,2,Healthcare Representative,Single,48760,2.0,Y,21,8,1,14.0,3,11,5,8,High,Outstanding,7.855724789915834
1330,Medium,Very High,Better,36,No,Travel_Frequently,Human Resources,7,Bachelor,Medical,1,Male,1,Research Scientist,Married,26900,0.0,Y,11,8,0,10.0,1,9,2,8,High,Excellent,7.984710550886945
1331,Low,Very High,Better,36,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Female,2,Manufacturing Director,Divorced,175670,5.0,Y,13,8,0,7.0,6,1,0,0,High,Excellent,7.468490237098889
1332,High,Very High,Best,43,No,Travel_Frequently,Research & Development,3,Master,Life Sciences,1,Male,1,Sales Executive,Married,24080,1.0,Y,12,8,1,25.0,3,25,4,12,High,Excellent,8.666072269303056
1333,Low,High,Good,30,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1,Female,3,Healthcare Representative,Divorced,28140,1.0,Y,24,8,0,10.0,2,10,0,9,High,Outstanding,7.911812169311944
1334,High,Medium,Best,33,No,Non-Travel,Sales,7,Bachelor,Life Sciences,1,Male,2,Sales Executive,Married,112450,0.0,Y,21,8,0,8.0,3,7,0,7,High,Outstanding,6.6810507741347225
1335,Medium,Medium,Better,56,Yes,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,1,Male,2,Laboratory Technician,Married,33120,9.0,Y,19,8,0,7.0,1,5,4,3,Low,Excellent,9.013333333333334
1336,Low,High,Better,51,No,Travel_Rarely,Research & Development,3,College,Other,1,Female,2,Sales Representative,Single,190490,7.0,Y,14,8,1,23.0,2,20,15,15,High,Excellent,6.658650299677222
1337,Medium,High,Good,31,Yes,Travel_Rarely,Research & Development,2,Master,Technical Degree,1,Female,3,Sales Executive,Married,21410,4.0,Y,20,8,0,12.0,2,7,7,7,High,Outstanding,8.362278015194445
